ProductID,SKU,ProductName,Category,SubCategory,Brand,Color,Size,Fabric,SeasonalDemandTag,Gender,Price,CostPrice,SupplierID,ProductStatus,ImageURL,ProfitMargin
P0261,RAM-VESH-0261,Ramraj Cotton Veshti MI Blue Standard,Men,Veshti,Ramraj Cotton,MI Blue,Standard,Cotton,"Pongal, Temple Festival, Summer",Men,1460.0,1123.0,SUP011,Active,images/products/P0261.jpg,23.08
P0262,PRI-GIFT-0262,Prisma Gift Boxes Orange S,Kids,Gift Boxes,Prisma,Orange,S,Cotton,All Season,Kids,2290.0,1510.0,SUP012,Active,images/products/P0262.jpg,34.06
P0263,BIB-KURT-0263,Biba Kurtas Yellow S,Women,Kurtas,Biba,Yellow,S,Cotton,"Diwali, Temple Festival",Women,1650.0,912.0,SUP013,Active,images/products/P0263.jpg,44.73
P0264,BIB-SHRE-0264,Biba Shree CSK Yellow L,Women,Shree,Biba,CSK Yellow,L,Handloom,"Navratri, Wedding",Women,1310.0,836.0,SUP014,Active,images/products/P0264.jpg,36.18
P0265,FAB-KURT-0265,Fabindia Kurtas CSK Yellow L,Women,Kurtas,Fabindia,CSK Yellow,L,Silk,"Diwali, Temple Festival",Women,1390.0,897.0,SUP015,Active,images/products/P0265.jpg,35.47
P0266,UAT-VESH-0266,Uathayam Veshti Pink Standard,Men,Veshti,Uathayam,Pink,Standard,Cotton,"Pongal, Temple Festival, Summer",Men,1800.0,1153.0,SUP016,Active,images/products/P0266.jpg,35.94
P0267,PRI-GIFT-0267,Prisma Gift Boxes Green XS,Kids,Gift Boxes,Prisma,Green,XS,Cotton,All Season,Kids,1840.0,1250.0,SUP017,Active,images/products/P0267.jpg,32.07
P0268,FAB-BEDC-0268,Fabindia Bed Covers RCB Red King,Home & Lifestyle,Bed Covers,Fabindia,RCB Red,King,Cotton,Summer,Unisex,2230.0,1746.0,SUP018,Active,images/products/P0268.jpg,21.7
P0269,NET-SOCK-0269,Netplay Socks Green S,Accessories,Socks,Netplay,Green,S,Cotton,"School Season, Winter",Unisex,150.0,91.0,SUP019,Active,images/products/P0269.jpg,39.33
P0270,FAB-BEDC-0270,Fabindia Bed Covers Orange Single,Home & Lifestyle,Bed Covers,Fabindia,Orange,Single,Cotton,Summer,Unisex,2930.0,2236.0,SUP020,Active,images/products/P0270.jpg,23.69
P0271,RAY-PANT-0271,Raymond Pants CSK Yellow XL,Men,Pants,Raymond,CSK Yellow,XL,Polyester Blend,All Season,Men,770.0,439.0,SUP021,Active,images/products/P0271.jpg,42.99
P0272,UAT-VESH-0272,Uathayam Veshti Green 4m,Men,Veshti,Uathayam,Green,4m,Cotton,"Pongal, Temple Festival, Summer",Men,810.0,604.0,SUP022,Active,images/products/P0272.jpg,25.43
P0273,RAY-PANT-0273,Raymond Pants White XXL,Men,Pants,Raymond,White,XXL,Polyester Blend,All Season,Men,730.0,444.0,SUP023,Active,images/products/P0273.jpg,39.18
P0274,WES-FROC-0274,Westside Frocks Purple XL,Women,Frocks,Westside,Purple,XL,Polyester Blend,"Christmas, New Year",Women,2000.0,1136.0,SUP024,Active,images/products/P0274.jpg,43.2
P0275,PRI-TOWE-0275,Prisma Towels Black XS,Accessories,Towels,Prisma,Black,XS,Cotton,All Season,Unisex,170.0,98.0,SUP025,Active,images/products/P0275.jpg,42.35
P0276,GUE-IPLJ-0276,Guess IPL Jerseys Gold XL,Accessories,IPL Jerseys,Guess,Gold,XL,Polyester,IPL Season,Unisex,1190.0,761.0,SUP001,Active,images/products/P0276.jpg,36.05
P0277,FAB-CURT-0277,Fabindia Curtains Orange King,Home & Lifestyle,Curtains,Fabindia,Orange,King,Polyester,All Season,Unisex,2980.0,1960.0,SUP002,Active,images/products/P0277.jpg,34.23
P0278,RAM-LUNG-0278,Ramraj Cotton Lungi White 9 Yards,Men,Lungi,Ramraj Cotton,White,9 Yards,Cotton,"Summer, Aadi Sale",Men,1030.0,671.0,SUP003,Active,images/products/P0278.jpg,34.85
P0279,BIB-FROC-0279,Biba Frocks Orange L,Women,Frocks,Biba,Orange,L,Polyester Blend,"Christmas, New Year",Women,770.0,615.0,SUP004,Active,images/products/P0279.jpg,20.13
P0280,UAT-TOWE-0280,Uathayam Towels Pink S,Accessories,Towels,Uathayam,Pink,S,Cotton,All Season,Unisex,350.0,270.0,SUP005,Active,images/products/P0280.jpg,22.86
P0281,NET-SOCK-0281,Netplay Socks White S,Accessories,Socks,Netplay,White,S,Cotton,"School Season, Winter",Unisex,90.0,67.0,SUP006,Active,images/products/P0281.jpg,25.56
P0282,PRI-PANT-0282,Prisma Pants MI Blue L,Men,Pants,Prisma,MI Blue,L,Cotton,All Season,Men,1110.0,648.0,SUP007,Active,images/products/P0282.jpg,41.62
P0283,FAB-BEDC-0283,Fabindia Bed Covers CSK Yellow Double,Home & Lifestyle,Bed Covers,Fabindia,CSK Yellow,Double,Cotton,Summer,Unisex,1460.0,819.0,SUP008,Active,images/products/P0283.jpg,43.9
P0284,PRI-BABY-0284,Prisma Baby Dresses Yellow 0-3 Months,Kids,Baby Dresses,Prisma,Yellow,0-3 Months,Cotton,All Season,Kids,620.0,390.0,SUP009,Active,images/products/P0284.jpg,37.1
P0285,PRI-GIFT-0285,Prisma Gift Boxes Gold S,Kids,Gift Boxes,Prisma,Gold,S,Cotton,All Season,Kids,1650.0,1297.0,SUP010,Active,images/products/P0285.jpg,21.39
P0286,FAB-SHRE-0286,Fabindia Shree Blue XL,Women,Shree,Fabindia,Blue,XL,Handloom,"Navratri, Wedding",Women,1700.0,984.0,SUP011,Active,images/products/P0286.jpg,42.12
P0287,UAT-TOWE-0287,Uathayam Towels Blue XXL,Men,Towels,Uathayam,Blue,XXL,Cotton,All Season,Men,220.0,129.0,SUP012,Active,images/products/P0287.jpg,41.36
P0288,NET-SOCK-0288,Netplay Socks Cream S,Accessories,Socks,Netplay,Cream,S,Cotton,"School Season, Winter",Unisex,230.0,159.0,SUP013,Active,images/products/P0288.jpg,30.87
P0289,GUE-DRES-0289,Guess Dresses Pink XS,Women,Dresses,Guess,Pink,XS,Polyester Blend,"Christmas, New Year",Women,1740.0,1012.0,SUP014,Active,images/products/P0289.jpg,41.84
P0290,KAN-PUTT-0290,Kanchipuram Handloom Puttu Vasti Red XS,Women,Puttu Vasti,Kanchipuram Handloom,Red,XS,Silk,Wedding,Women,22400.0,17653.0,SUP015,Active,images/products/P0290.jpg,21.19
P0291,RAM-SHIR-0291,Ramraj Cotton Shirts Maroon L,Men,Shirts,Ramraj Cotton,Maroon,L,Cotton,"Summer, Independence Day, Republic Day",Men,1040.0,678.0,SUP016,Active,images/products/P0291.jpg,34.81
P0292,BIB-FROC-0292,Biba Frocks Black XXL,Women,Frocks,Biba,Black,XXL,Cotton,"Christmas, New Year",Women,2350.0,1712.0,SUP017,Active,images/products/P0292.jpg,27.15
P0293,WES-BABY-0293,Westside Baby Dresses MI Blue 3-6 Months,Kids,Baby Dresses,Westside,MI Blue,3-6 Months,Cotton,All Season,Kids,1000.0,673.0,SUP018,Active,images/products/P0293.jpg,32.7
P0294,FAB-SARE-0294,Fabindia Sarees Pink 2m,Women,Sarees,Fabindia,Pink,2m,Cotton,"Wedding, Diwali, Navratri",Women,9890.0,7515.0,SUP019,Active,images/products/P0294.jpg,24.01
P0295,PRI-RAIN-0295,Prisma Raincoats White XL,Accessories,Raincoats,Prisma,White,XL,Polyester,Monsoon,Unisex,1490.0,969.0,SUP020,Active,images/products/P0295.jpg,34.97
P0296,FAB-PUTT-0296,Fabindia Puttu Vasti White L,Women,Puttu Vasti,Fabindia,White,L,Silk,Wedding,Women,12790.0,8251.0,SUP021,Active,images/products/P0296.jpg,35.49
P0297,UAT-SCHO-0297,Uathayam School Uniforms Purple XS,Kids,School Uniforms,Uathayam,Purple,XS,Cotton,"School Season, Monsoon",Kids,730.0,576.0,SUP022,Active,images/products/P0297.jpg,21.1
P0298,NET-SHIR-0298,Netplay Shirts Purple M,Men,Shirts,Netplay,Purple,M,Polyester Blend,"Summer, Independence Day, Republic Day",Men,890.0,673.0,SUP023,Active,images/products/P0298.jpg,24.38
P0299,PRI-SCHO-0299,Prisma School Uniforms White XXL,Kids,School Uniforms,Prisma,White,XXL,Cotton,"School Season, Monsoon",Kids,340.0,220.0,SUP024,Active,images/products/P0299.jpg,35.29
P0300,WES-BABY-0300,Westside Baby Dresses Blue 1-5 Years,Kids,Baby Dresses,Westside,Blue,1-5 Years,Cotton,All Season,Kids,860.0,541.0,SUP025,Active,images/products/P0300.jpg,37.09
P0301,PRI-BABY-0301,Prisma Baby Dresses MI Blue 6-12 Years,Kids,Baby Dresses,Prisma,MI Blue,6-12 Years,Cotton,All Season,Kids,1480.0,1065.0,SUP001,Active,images/products/P0301.jpg,28.04
P0302,FAB-KURT-0302,Fabindia Kurtas RCB Red S,Women,Kurtas,Fabindia,RCB Red,S,Cotton,"Diwali, Temple Festival",Women,1120.0,771.0,SUP002,Active,images/products/P0302.jpg,31.16
P0303,FAB-CURT-0303,Fabindia Curtains MI Blue Single,Home & Lifestyle,Curtains,Fabindia,MI Blue,Single,Cotton,All Season,Unisex,1260.0,826.0,SUP003,Active,images/products/P0303.jpg,34.44
P0304,WES-BABY-0304,Westside Baby Dresses Red 6-12 Years,Kids,Baby Dresses,Westside,Red,6-12 Years,Cotton,All Season,Kids,970.0,593.0,SUP004,Active,images/products/P0304.jpg,38.87
P0305,FAB-BEDS-0305,Fabindia Bedsheets Red Double,Home & Lifestyle,Bedsheets,Fabindia,Red,Double,Cotton,Summer,Unisex,2190.0,1264.0,SUP005,Active,images/products/P0305.jpg,42.28
P0306,GUE-BELT-0306,Guess Belts Pink S,Accessories,Belts,Guess,Pink,S,Leather,All Season,Unisex,740.0,490.0,SUP006,Active,images/products/P0306.jpg,33.78
P0307,FAB-SARE-0307,Fabindia Sarees Gold 9 Yards,Women,Sarees,Fabindia,Gold,9 Yards,Silk,"Wedding, Diwali, Navratri",Women,9560.0,5409.0,SUP007,Active,images/products/P0307.jpg,43.42
P0308,RAY-BELT-0308,Raymond Belts CSK Yellow XXL,Accessories,Belts,Raymond,CSK Yellow,XXL,Leather,All Season,Unisex,370.0,286.0,SUP008,Active,images/products/P0308.jpg,22.7
P0309,PRI-UMBR-0309,Prisma Umbrellas White XS,Accessories,Umbrellas,Prisma,White,XS,Polyester,Monsoon,Unisex,310.0,200.0,SUP009,Active,images/products/P0309.jpg,35.48
P0310,BIB-FROC-0310,Biba Frocks CSK Yellow XL,Women,Frocks,Biba,CSK Yellow,XL,Polyester Blend,"Christmas, New Year",Women,1670.0,934.0,SUP010,Active,images/products/P0310.jpg,44.07
P0311,PRI-RAIN-0311,Prisma Raincoats Blue XL,Accessories,Raincoats,Prisma,Blue,XL,Polyester,Monsoon,Unisex,1400.0,1103.0,SUP011,Active,images/products/P0311.jpg,21.21
P0312,RAM-POLI-0312,Ramraj Cotton Political Veshti Blue 4m,Men,Political Veshti,Ramraj Cotton,Blue,4m,Cotton,"Political Campaign, Independence Day",Men,1300.0,956.0,SUP012,Active,images/products/P0312.jpg,26.46
P0313,FAB-PILL-0313,Fabindia Pillow Covers Black Double,Home & Lifestyle,Pillow Covers,Fabindia,Black,Double,Cotton,All Season,Unisex,480.0,337.0,SUP013,Active,images/products/P0313.jpg,29.79
P0314,UAT-TOWE-0314,Uathayam Towels Black L,Accessories,Towels,Uathayam,Black,L,Cotton,All Season,Unisex,250.0,192.0,SUP014,Active,images/products/P0314.jpg,23.2
P0315,KAN-PUTT-0315,Kanchipuram Handloom Puttu Vasti Purple M,Women,Puttu Vasti,Kanchipuram Handloom,Purple,M,Silk,Wedding,Women,9470.0,5389.0,SUP015,Active,images/products/P0315.jpg,43.09
P0316,UAT-SCHO-0316,Uathayam School Uniforms RCB Red S,Kids,School Uniforms,Uathayam,RCB Red,S,Cotton,"School Season, Monsoon",Kids,930.0,597.0,SUP016,Active,images/products/P0316.jpg,35.81
P0317,PRI-BABY-0317,Prisma Baby Dresses Blue 0-3 Months,Kids,Baby Dresses,Prisma,Blue,0-3 Months,Cotton,All Season,Kids,320.0,214.0,SUP017,Active,images/products/P0317.jpg,33.12
P0318,NET-IPLJ-0318,Netplay IPL Jerseys Green XXL,Accessories,IPL Jerseys,Netplay,Green,XXL,Polyester,IPL Season,Unisex,1730.0,1051.0,SUP018,Active,images/products/P0318.jpg,39.25
P0319,PRI-GIFT-0319,Prisma Gift Boxes Blue L,Kids,Gift Boxes,Prisma,Blue,L,Cotton,All Season,Kids,2290.0,1417.0,SUP019,Active,images/products/P0319.jpg,38.12
P0320,RAM-VESH-0320,Ramraj Cotton Veshti Purple Standard,Men,Veshti,Ramraj Cotton,Purple,Standard,Cotton,"Pongal, Temple Festival, Summer",Men,2090.0,1477.0,SUP020,Active,images/products/P0320.jpg,29.33
P0321,PRI-RAIN-0321,Prisma Raincoats Black M,Accessories,Raincoats,Prisma,Black,M,Polyester,Monsoon,Unisex,950.0,551.0,SUP021,Active,images/products/P0321.jpg,42.0
P0322,PRI-GIFT-0322,Prisma Gift Boxes Cream S,Kids,Gift Boxes,Prisma,Cream,S,Cotton,All Season,Kids,1830.0,1157.0,SUP022,Active,images/products/P0322.jpg,36.78
P0323,UAT-POLI-0323,Uathayam Political Veshti Maroon 9 Yards,Men,Political Veshti,Uathayam,Maroon,9 Yards,Cotton,"Political Campaign, Independence Day",Men,540.0,391.0,SUP023,Active,images/products/P0323.jpg,27.59
P0324,PRI-SCHO-0324,Prisma School Uniforms Gold XXL,Kids,School Uniforms,Prisma,Gold,XXL,Cotton,"School Season, Monsoon",Kids,900.0,587.0,SUP024,Active,images/products/P0324.jpg,34.78
P0325,RAM-TOWE-0325,Ramraj Cotton Towels Gold L,Men,Towels,Ramraj Cotton,Gold,L,Cotton,All Season,Men,160.0,121.0,SUP025,Active,images/products/P0325.jpg,24.38
P0326,RAM-LUNG-0326,Ramraj Cotton Lungi Maroon 2m,Men,Lungi,Ramraj Cotton,Maroon,2m,Cotton,"Summer, Aadi Sale",Men,1200.0,673.0,SUP001,Active,images/products/P0326.jpg,43.92
P0327,BIB-SHRE-0327,Biba Shree Blue L,Women,Shree,Biba,Blue,L,Silk,"Navratri, Wedding",Women,2120.0,1579.0,SUP002,Active,images/products/P0327.jpg,25.52
P0328,WES-BABY-0328,Westside Baby Dresses RCB Red 1-5 Years,Kids,Baby Dresses,Westside,RCB Red,1-5 Years,Cotton,All Season,Kids,1000.0,755.0,SUP003,Active,images/products/P0328.jpg,24.5
P0329,UAT-POLI-0329,Uathayam Political Veshti Black 2m,Men,Political Veshti,Uathayam,Black,2m,Cotton,"Political Campaign, Independence Day",Men,620.0,381.0,SUP004,Active,images/products/P0329.jpg,38.55
P0330,RAY-PANT-0330,Raymond Pants Blue XL,Men,Pants,Raymond,Blue,XL,Polyester Blend,All Season,Men,640.0,433.0,SUP005,Active,images/products/P0330.jpg,32.34
P0331,UAT-SCHO-0331,Uathayam School Uniforms MI Blue XL,Kids,School Uniforms,Uathayam,MI Blue,XL,Polyester Blend,"School Season, Monsoon",Kids,920.0,699.0,SUP006,Active,images/products/P0331.jpg,24.02
P0332,FAB-CURT-0332,Fabindia Curtains Purple Single,Home & Lifestyle,Curtains,Fabindia,Purple,Single,Polyester,All Season,Unisex,1060.0,819.0,SUP007,Active,images/products/P0332.jpg,22.74
P0333,FAB-CURT-0333,Fabindia Curtains Yellow Single,Home & Lifestyle,Curtains,Fabindia,Yellow,Single,Cotton,All Season,Unisex,2680.0,2090.0,SUP008,Active,images/products/P0333.jpg,22.01
P0334,PRI-SOCK-0334,Prisma Socks Yellow XS,Accessories,Socks,Prisma,Yellow,XS,Cotton,"School Season, Winter",Unisex,190.0,145.0,SUP009,Active,images/products/P0334.jpg,23.68
P0335,FAB-BEDC-0335,Fabindia Bed Covers Red Single,Home & Lifestyle,Bed Covers,Fabindia,Red,Single,Cotton,Summer,Unisex,2670.0,1876.0,SUP010,Active,images/products/P0335.jpg,29.74
P0336,RAM-TOWE-0336,Ramraj Cotton Towels Cream XXL,Accessories,Towels,Ramraj Cotton,Cream,XXL,Cotton,All Season,Unisex,220.0,175.0,SUP011,Active,images/products/P0336.jpg,20.45
P0337,RAM-LUNG-0337,Ramraj Cotton Lungi Gold Standard,Men,Lungi,Ramraj Cotton,Gold,Standard,Cotton,"Summer, Aadi Sale",Men,1190.0,876.0,SUP012,Active,images/products/P0337.jpg,26.39
P0338,KAN-SARE-0338,Kanchipuram Handloom Sarees Green 2m,Women,Sarees,Kanchipuram Handloom,Green,2m,Silk,"Wedding, Diwali, Navratri",Women,5380.0,3928.0,SUP013,Active,images/products/P0338.jpg,26.99
P0339,PRI-BABY-0339,Prisma Baby Dresses CSK Yellow 0-3 Months,Kids,Baby Dresses,Prisma,CSK Yellow,0-3 Months,Cotton,All Season,Kids,1400.0,823.0,SUP014,Active,images/products/P0339.jpg,41.21
P0340,PRI-RAIN-0340,Prisma Raincoats CSK Yellow M,Accessories,Raincoats,Prisma,CSK Yellow,M,Polyester,Monsoon,Unisex,1130.0,815.0,SUP015,Active,images/products/P0340.jpg,27.88
P0341,WES-FROC-0341,Westside Frocks CSK Yellow XS,Women,Frocks,Westside,CSK Yellow,XS,Polyester Blend,"Christmas, New Year",Women,2330.0,1412.0,SUP016,Active,images/products/P0341.jpg,39.4
P0342,PRI-SCHO-0342,Prisma School Uniforms Green S,Kids,School Uniforms,Prisma,Green,S,Polyester Blend,"School Season, Monsoon",Kids,670.0,385.0,SUP017,Active,images/products/P0342.jpg,42.54
P0343,UAT-SCHO-0343,Uathayam School Uniforms RCB Red XS,Kids,School Uniforms,Uathayam,RCB Red,XS,Cotton,"School Season, Monsoon",Kids,690.0,437.0,SUP018,Active,images/products/P0343.jpg,36.67
P0344,FAB-PILL-0344,Fabindia Pillow Covers MI Blue King,Home & Lifestyle,Pillow Covers,Fabindia,MI Blue,King,Cotton,All Season,Unisex,600.0,462.0,SUP019,Active,images/products/P0344.jpg,23.0
P0345,RAM-LUNG-0345,Ramraj Cotton Lungi White 2m,Men,Lungi,Ramraj Cotton,White,2m,Cotton,"Summer, Aadi Sale",Men,770.0,603.0,SUP020,Active,images/products/P0345.jpg,21.69
P0346,FAB-BEDC-0346,Fabindia Bed Covers Black Double,Home & Lifestyle,Bed Covers,Fabindia,Black,Double,Cotton,Summer,Unisex,2390.0,1402.0,SUP021,Active,images/products/P0346.jpg,41.34
P0347,PRI-UMBR-0347,Prisma Umbrellas CSK Yellow L,Accessories,Umbrellas,Prisma,CSK Yellow,L,Polyester,Monsoon,Unisex,800.0,482.0,SUP022,Active,images/products/P0347.jpg,39.75
P0348,UAT-LUNG-0348,Uathayam Lungi MI Blue Standard,Men,Lungi,Uathayam,MI Blue,Standard,Cotton,"Summer, Aadi Sale",Men,710.0,453.0,SUP023,Active,images/products/P0348.jpg,36.2
P0349,GUE-BELT-0349,Guess Belts Red M,Accessories,Belts,Guess,Red,M,Leather,All Season,Unisex,640.0,358.0,SUP024,Active,images/products/P0349.jpg,44.06
P0350,FAB-CURT-0350,Fabindia Curtains Pink Double,Home & Lifestyle,Curtains,Fabindia,Pink,Double,Polyester,All Season,Unisex,2630.0,1819.0,SUP025,Active,images/products/P0350.jpg,30.84
P0351,RAM-SHIR-0351,Ramraj Cotton Shirts Green S,Men,Shirts,Ramraj Cotton,Green,S,Linen,"Summer, Independence Day, Republic Day",Men,620.0,404.0,SUP001,Active,images/products/P0351.jpg,34.84
P0352,FAB-CURT-0352,Fabindia Curtains Yellow King,Home & Lifestyle,Curtains,Fabindia,Yellow,King,Cotton,All Season,Unisex,1370.0,1089.0,SUP002,Active,images/products/P0352.jpg,20.51
P0353,KAN-SARE-0353,Kanchipuram Handloom Sarees Red 4m,Women,Sarees,Kanchipuram Handloom,Red,4m,Handloom,"Wedding, Diwali, Navratri",Women,5640.0,3687.0,SUP003,Active,images/products/P0353.jpg,34.63
P0354,WES-DRES-0354,Westside Dresses Orange M,Women,Dresses,Westside,Orange,M,Cotton,"Christmas, New Year",Women,3330.0,2362.0,SUP004,Active,images/products/P0354.jpg,29.07
P0355,PRI-TOWE-0355,Prisma Towels White XL,Accessories,Towels,Prisma,White,XL,Cotton,All Season,Unisex,220.0,141.0,SUP005,Active,images/products/P0355.jpg,35.91
P0356,FAB-SHRE-0356,Fabindia Shree Purple M,Women,Shree,Fabindia,Purple,M,Handloom,"Navratri, Wedding",Women,2080.0,1252.0,SUP006,Active,images/products/P0356.jpg,39.81
P0357,PRI-RAIN-0357,Prisma Raincoats Gold XS,Accessories,Raincoats,Prisma,Gold,XS,Polyester,Monsoon,Unisex,660.0,364.0,SUP007,Active,images/products/P0357.jpg,44.85
P0358,BIB-KURT-0358,Biba Kurtas RCB Red XS,Women,Kurtas,Biba,RCB Red,XS,Cotton,"Diwali, Temple Festival",Women,1360.0,1062.0,SUP008,Active,images/products/P0358.jpg,21.91
P0359,FAB-PILL-0359,Fabindia Pillow Covers White Single,Home & Lifestyle,Pillow Covers,Fabindia,White,Single,Cotton,All Season,Unisex,320.0,239.0,SUP009,Active,images/products/P0359.jpg,25.31
P0360,FAB-BEDC-0360,Fabindia Bed Covers Maroon King,Home & Lifestyle,Bed Covers,Fabindia,Maroon,King,Cotton,Summer,Unisex,2330.0,1511.0,SUP010,Active,images/products/P0360.jpg,35.15
P0361,KAN-PUTT-0361,Kanchipuram Handloom Puttu Vasti Blue S,Women,Puttu Vasti,Kanchipuram Handloom,Blue,S,Silk,Wedding,Women,21170.0,15422.0,SUP011,Active,images/products/P0361.jpg,27.15
P0362,FAB-PILL-0362,Fabindia Pillow Covers Green King,Home & Lifestyle,Pillow Covers,Fabindia,Green,King,Cotton,All Season,Unisex,400.0,264.0,SUP012,Active,images/products/P0362.jpg,34.0
P0363,WES-BABY-0363,Westside Baby Dresses Pink 6-12 Years,Kids,Baby Dresses,Westside,Pink,6-12 Years,Cotton,All Season,Kids,330.0,221.0,SUP013,Active,images/products/P0363.jpg,33.03
P0364,GUE-BELT-0364,Guess Belts CSK Yellow S,Accessories,Belts,Guess,CSK Yellow,S,Leather,All Season,Unisex,800.0,563.0,SUP014,Active,images/products/P0364.jpg,29.62
P0365,FAB-BEDC-0365,Fabindia Bed Covers Black King,Home & Lifestyle,Bed Covers,Fabindia,Black,King,Cotton,Summer,Unisex,1130.0,832.0,SUP015,Active,images/products/P0365.jpg,26.37
P0366,FAB-PILL-0366,Fabindia Pillow Covers CSK Yellow King,Home & Lifestyle,Pillow Covers,Fabindia,CSK Yellow,King,Cotton,All Season,Unisex,230.0,159.0,SUP016,Active,images/products/P0366.jpg,30.87
P0367,GUE-IPLJ-0367,Guess IPL Jerseys Gold S,Accessories,IPL Jerseys,Guess,Gold,S,Polyester,IPL Season,Unisex,1110.0,749.0,SUP017,Active,images/products/P0367.jpg,32.52
P0368,NET-SOCK-0368,Netplay Socks Red XS,Accessories,Socks,Netplay,Red,XS,Cotton,"School Season, Winter",Unisex,100.0,58.0,SUP018,Active,images/products/P0368.jpg,42.0
P0369,NET-PANT-0369,Netplay Pants White M,Men,Pants,Netplay,White,M,Cotton,All Season,Men,1120.0,763.0,SUP019,Active,images/products/P0369.jpg,31.87
P0370,RAM-VESH-0370,Ramraj Cotton Veshti MI Blue Standard,Men,Veshti,Ramraj Cotton,MI Blue,Standard,Cotton,"Pongal, Temple Festival, Summer",Men,2200.0,1508.0,SUP020,Active,images/products/P0370.jpg,31.45
P0371,FAB-BEDC-0371,Fabindia Bed Covers Orange Double,Home & Lifestyle,Bed Covers,Fabindia,Orange,Double,Cotton,Summer,Unisex,990.0,741.0,SUP021,Active,images/products/P0371.jpg,25.15
P0372,PRI-PANT-0372,Prisma Pants CSK Yellow L,Men,Pants,Prisma,CSK Yellow,L,Cotton,All Season,Men,760.0,522.0,SUP022,Active,images/products/P0372.jpg,31.32
P0373,WES-BABY-0373,Westside Baby Dresses Cream 0-3 Months,Kids,Baby Dresses,Westside,Cream,0-3 Months,Cotton,All Season,Kids,730.0,421.0,SUP023,Active,images/products/P0373.jpg,42.33
P0374,UAT-SCHO-0374,Uathayam School Uniforms MI Blue L,Kids,School Uniforms,Uathayam,MI Blue,L,Cotton,"School Season, Monsoon",Kids,840.0,584.0,SUP024,Active,images/products/P0374.jpg,30.48
P0375,GUE-IPLJ-0375,Guess IPL Jerseys Red M,Accessories,IPL Jerseys,Guess,Red,M,Polyester,IPL Season,Unisex,1520.0,904.0,SUP025,Active,images/products/P0375.jpg,40.53
P0376,FAB-CURT-0376,Fabindia Curtains Yellow King,Home & Lifestyle,Curtains,Fabindia,Yellow,King,Cotton,All Season,Unisex,1100.0,810.0,SUP001,Active,images/products/P0376.jpg,26.36
P0377,PRI-GIFT-0377,Prisma Gift Boxes Purple XXL,Kids,Gift Boxes,Prisma,Purple,XXL,Cotton,All Season,Kids,910.0,598.0,SUP002,Active,images/products/P0377.jpg,34.29
P0378,NET-PANT-0378,Netplay Pants Purple S,Men,Pants,Netplay,Purple,S,Cotton,All Season,Men,750.0,483.0,SUP003,Active,images/products/P0378.jpg,35.6
P0379,WES-DRES-0379,Westside Dresses CSK Yellow M,Women,Dresses,Westside,CSK Yellow,M,Cotton,"Christmas, New Year",Women,1620.0,930.0,SUP004,Active,images/products/P0379.jpg,42.59
P0380,NET-SHIR-0380,Netplay Shirts RCB Red XL,Men,Shirts,Netplay,RCB Red,XL,Cotton,"Summer, Independence Day, Republic Day",Men,1150.0,665.0,SUP005,Active,images/products/P0380.jpg,42.17
P0381,RAM-TOWE-0381,Ramraj Cotton Towels Purple S,Accessories,Towels,Ramraj Cotton,Purple,S,Cotton,All Season,Unisex,470.0,277.0,SUP006,Active,images/products/P0381.jpg,41.06
P0382,FAB-CURT-0382,Fabindia Curtains Maroon Single,Home & Lifestyle,Curtains,Fabindia,Maroon,Single,Cotton,All Season,Unisex,1390.0,1001.0,SUP007,Active,images/products/P0382.jpg,27.99
P0383,PRI-UMBR-0383,Prisma Umbrellas Black XXL,Accessories,Umbrellas,Prisma,Black,XXL,Polyester,Monsoon,Unisex,950.0,728.0,SUP008,Active,images/products/P0383.jpg,23.37
P0384,BIB-SHRE-0384,Biba Shree MI Blue S,Women,Shree,Biba,MI Blue,S,Silk,"Navratri, Wedding",Women,2460.0,1446.0,SUP009,Active,images/products/P0384.jpg,41.22
P0385,RAY-PANT-0385,Raymond Pants Green M,Men,Pants,Raymond,Green,M,Polyester Blend,All Season,Men,1330.0,974.0,SUP010,Active,images/products/P0385.jpg,26.77
P0386,FAB-BEDC-0386,Fabindia Bed Covers Maroon Single,Home & Lifestyle,Bed Covers,Fabindia,Maroon,Single,Cotton,Summer,Unisex,2320.0,1365.0,SUP011,Active,images/products/P0386.jpg,41.16
P0387,NET-PANT-0387,Netplay Pants RCB Red XL,Men,Pants,Netplay,RCB Red,XL,Polyester Blend,All Season,Men,1140.0,887.0,SUP012,Active,images/products/P0387.jpg,22.19
P0388,GUE-BELT-0388,Guess Belts Black XS,Accessories,Belts,Guess,Black,XS,Leather,All Season,Unisex,200.0,133.0,SUP013,Active,images/products/P0388.jpg,33.5
P0389,NET-PANT-0389,Netplay Pants Green XL,Men,Pants,Netplay,Green,XL,Polyester Blend,All Season,Men,1030.0,628.0,SUP014,Active,images/products/P0389.jpg,39.03
P0390,FAB-CURT-0390,Fabindia Curtains Maroon King,Home & Lifestyle,Curtains,Fabindia,Maroon,King,Cotton,All Season,Unisex,2950.0,1998.0,SUP015,Active,images/products/P0390.jpg,32.27
P0391,NET-SOCK-0391,Netplay Socks White S,Accessories,Socks,Netplay,White,S,Cotton,"School Season, Winter",Unisex,150.0,103.0,SUP016,Active,images/products/P0391.jpg,31.33
